DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line64,funcName:Initialize,Tick:0,Texture buffer Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line139,funcName:Initialize,Tick:0,Drawing System Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line182,funcName:Initialize,Tick:0,Generic Drawers Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Block.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Effect.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Bullet.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line213,funcName:LoadBalls,Tick:0,Balls loading succeeded:Data/BallData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line200,funcName:LoadUnits,Tick:0,Units loading succeeded:Data/UnitData/Unit.json
DirectX11_2DGame\DirectX11_Test\Source\Game\System.h/line1316,funcName:AllSystem,Tick:0,System initialization succeeded
DirectX11_2DGame\DirectX11_Test\Source\DirectX\DrawPipe.cpp/line293,funcName:GraphicProcessSetter,Tick:0,Graphic Process Setter Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line739,funcName:SetUnitThumbnail,Tick:0,Thumbnail generation succeeded
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line137,funcName:LoadMap,Tick:0,Map loading succeeded:Data/MapData/TestMap.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process LoadEntities(ms): 885.407
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::CheckBulletCollision(ms): 0.03501853
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::BindLeaderMember(ms): 0.2678333
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process GameSystem::Execute(ms): 76.16582
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Shadow Draw(ms): 0.083
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process LoadBalls(ms): 1.606
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::BindCoreBall(ms): 1.8702037
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::UpdateWorld(ms): 16.54974
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Block Draw(ms): 0.12714815
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process LoadUnits(ms): 1.648
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process mAllSystem.Update(ms): 64.37924
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process EraseDeletedEntities(ms): 1.4249815
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process LoadMap(ms): 28548.477
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Variable Draw(ms): 0.05672222
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process LoadMission(ms): 28550.727
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process ClearRenderTarget(ms): 0.059203707
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::GenerateTrajectory(ms): 0.012462963
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::InvationObserve(ms): 0.021462964
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::UnitCountObserve(ms): 0.01833333
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::Spawn(ms): 0.00975926
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::CalculateNextTickWorld(ms): 11.80237
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::DamageUpdate(ms): 5.7884636
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::CorpsAction(ms): 0.35401857
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::UnitAction(ms): 10.0880575
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::DrawShadow(ms): 0.05414815
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.017592594
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:54,Time to Process Systems::KillGenerate(ms): 3.188333
