DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line64,funcName:Initialize,Tick:0,Texture buffer Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line139,funcName:Initialize,Tick:0,Drawing System Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line182,funcName:Initialize,Tick:0,Generic Drawers Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Block.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Effect.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Bullet.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line213,funcName:LoadBalls,Tick:0,Balls loading succeeded:Data/BallData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line200,funcName:LoadUnits,Tick:0,Units loading succeeded:Data/UnitData/Unit.json
DirectX11_2DGame\DirectX11_Test\Source\Game\System.h/line1316,funcName:AllSystem,Tick:0,System initialization succeeded
DirectX11_2DGame\DirectX11_Test\Source\DirectX\DrawPipe.cpp/line293,funcName:GraphicProcessSetter,Tick:0,Graphic Process Setter Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line739,funcName:SetUnitThumbnail,Tick:0,Thumbnail generation succeeded
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line137,funcName:LoadMap,Tick:0,Map loading succeeded:Data/MapData/TestMap.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process LoadEntities(ms): 427.139
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::CheckBulletCollision(ms): 1.0661288
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::BindLeaderMember(ms): 0.09603223
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process GameSystem::Execute(ms): 28.348438
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Shadow Draw(ms): 0.024053764
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process LoadBalls(ms): 1.009
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::BindCoreBall(ms): 0.6434193
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::UpdateWorld(ms): 5.6098313
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Block Draw(ms): 0.085924685
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process LoadUnits(ms): 9.486
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process mAllSystem.Update(ms): 22.616709
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process EraseDeletedEntities(ms): 0.6119571
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process LoadMap(ms): 4622.107
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Variable Draw(ms): 0.053419348
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process LoadMission(ms): 4622.724
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process ClearRenderTarget(ms): 0.04907528
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::GenerateTrajectory(ms): 0.0027258068
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::InvationObserve(ms): 0.0048440862
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::UnitCountObserve(ms): 0.0057849465
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::Spawn(ms): 0.09544086
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::CalculateNextTickWorld(ms): 3.8847258
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::DamageUpdate(ms): 1.2317092
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::CorpsAction(ms): 0.09630645
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::UnitAction(ms): 4.3899345
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::DrawShadow(ms): 0.009112903
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.004387095
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:186,Time to Process Systems::KillGenerate(ms): 1.2397794
