DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line64,funcName:Initialize,Tick:0,Texture buffer Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line139,funcName:Initialize,Tick:0,Drawing System Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line182,funcName:Initialize,Tick:0,Generic Drawers Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Block.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Effect.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Bullet.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line213,funcName:LoadBalls,Tick:0,Balls loading succeeded:Data/BallData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line200,funcName:LoadUnits,Tick:0,Units loading succeeded:Data/UnitData/Unit.json
DirectX11_2DGame\DirectX11_Test\Source\Game\System.h/line1316,funcName:AllSystem,Tick:0,System initialization succeeded
DirectX11_2DGame\DirectX11_Test\Source\DirectX\DrawPipe.cpp/line293,funcName:GraphicProcessSetter,Tick:0,Graphic Process Setter Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line739,funcName:SetUnitThumbnail,Tick:0,Thumbnail generation succeeded
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line137,funcName:LoadMap,Tick:0,Map loading succeeded:Data/MapData/TestMap.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process LoadEntities(ms): 181.395
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::CheckBulletCollision(ms): 0.021
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::BindLeaderMember(ms): 0.0705
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process GameSystem::Execute(ms): 16.2405
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Shadow Draw(ms): 0.07375
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process LoadBalls(ms): 0.65775
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::BindCoreBall(ms): 0.437
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::UpdateWorld(ms): 2.02775
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Block Draw(ms): 0.09975
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process LoadUnits(ms): 0.687
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process mAllSystem.Update(ms): 12.733
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process EraseDeletedEntities(ms): 0.46875
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process LoadMap(ms): 23715.219
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Variable Draw(ms): 0.03825
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process LoadMission(ms): 23715.504
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process ClearRenderTarget(ms): 0.038
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::GenerateTrajectory(ms): 0.00425
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::InvationObserve(ms): 0.01225
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::UnitCountObserve(ms): 0.006
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::Spawn(ms): 0.00325
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::CalculateNextTickWorld(ms): 1.3795
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::DamageUpdate(ms): 0.4605
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::CorpsAction(ms): 0.02725
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::UnitAction(ms): 3.1245
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::DrawShadow(ms): 0.00775
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.00775
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:4,Time to Process Systems::KillGenerate(ms): 0.944
