DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line64,funcName:Initialize,Tick:0,Texture buffer Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line139,funcName:Initialize,Tick:0,Drawing System Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line182,funcName:Initialize,Tick:0,Generic Drawers Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Block.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Effect.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Bullet.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line213,funcName:LoadBalls,Tick:0,Balls loading succeeded:Data/BallData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line200,funcName:LoadUnits,Tick:0,Units loading succeeded:Data/UnitData/Unit.json
DirectX11_2DGame\DirectX11_Test\Source\Game\System.h/line1316,funcName:AllSystem,Tick:0,System initialization succeeded
DirectX11_2DGame\DirectX11_Test\Source\DirectX\DrawPipe.cpp/line293,funcName:GraphicProcessSetter,Tick:0,Graphic Process Setter Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line739,funcName:SetUnitThumbnail,Tick:0,Thumbnail generation succeeded
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line137,funcName:LoadMap,Tick:0,Map loading succeeded:Data/MapData/TestMap.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process LoadEntities(ms): 979.857
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::CheckBulletCollision(ms): 34.981117
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::BindLeaderMember(ms): 0.3389126
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process GameSystem::Execute(ms): 143.10822
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Shadow Draw(ms): 0.06606948
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process LoadBalls(ms): 1.623
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::BindCoreBall(ms): 2.2409148
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::UpdateWorld(ms): 23.912497
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Block Draw(ms): 0.12131391
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process LoadUnits(ms): 1.683
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process mAllSystem.Update(ms): 128.29317
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process EraseDeletedEntities(ms): 1.6168541
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process LoadMap(ms): 26216.389
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Variable Draw(ms): 0.06373767
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process LoadMission(ms): 26218.877
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process ClearRenderTarget(ms): 0.047085203
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::GenerateTrajectory(ms): 0.010374438
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::InvationObserve(ms): 0.0139013445
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::UnitCountObserve(ms): 0.017863212
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::Spawn(ms): 0.35436988
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::CalculateNextTickWorld(ms): 17.153297
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::DamageUpdate(ms): 7.889058
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::CorpsAction(ms): 0.5791102
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::UnitAction(ms): 15.561713
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::DrawShadow(ms): 0.050325103
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.016188331
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::KillGenerate(ms): 4.9201546
