DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line64,funcName:Initialize,Tick:0,Texture buffer Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line139,funcName:Initialize,Tick:0,Drawing System Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line182,funcName:Initialize,Tick:0,Generic Drawers Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Block.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Effect.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Bullet.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line148,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line213,funcName:LoadBalls,Tick:0,Balls loading succeeded:Data/BallData/Ball.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line200,funcName:LoadUnits,Tick:0,Units loading succeeded:Data/UnitData/Unit.json
DirectX11_2DGame\DirectX11_Test\Source\Game\System.h/line1316,funcName:AllSystem,Tick:0,System initialization succeeded
DirectX11_2DGame\DirectX11_Test\Source\DirectX\DrawPipe.cpp/line293,funcName:GraphicProcessSetter,Tick:0,Graphic Process Setter Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line739,funcName:SetUnitThumbnail,Tick:0,Thumbnail generation succeeded
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line137,funcName:LoadMap,Tick:0,Map loading succeeded:Data/MapData/TestMap.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process LoadEntities(ms): 0.893032
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::CheckBulletCollision(ms): 2.367456
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::BindLeaderMember(ms): 0.04999753
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process GameSystem::Execute(ms): 18.231985
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Shadow Draw(ms): 0.023869125
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process LoadBalls(ms): 0.0010123457
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::BindCoreBall(ms): 0.3385459
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::UpdateWorld(ms): 3.0610118
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Block Draw(ms): 0.068017244
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process LoadUnits(ms): 0.0011160494
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process mAllSystem.Update(ms): 14.073856
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process EraseDeletedEntities(ms): 0.5076988
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process LoadMap(ms): 12.252144
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Variable Draw(ms): 0.033412345
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process LoadMission(ms): 12.253566
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process ClearRenderTarget(ms): 0.03297776
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::GenerateTrajectory(ms): 0.00202716
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::InvationObserve(ms): 0.0029827165
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::UnitCountObserve(ms): 0.00351358
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::Spawn(ms): 0.023264198
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::CalculateNextTickWorld(ms): 2.0293996
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::DamageUpdate(ms): 0.6496173
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::CorpsAction(ms): 0.049180236
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::UnitAction(ms): 1.959916
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::DrawShadow(ms): 0.006106173
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:405,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.0031456791
