DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line62,funcName:Initialize,Tick:0,Texture buffer Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line137,funcName:Initialize,Tick:0,Drawing System Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Game.cpp/line180,funcName:Initialize,Tick:0,Generic Drawers Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line144,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Block.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line144,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Effect.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line144,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Bullet.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line144,funcName:LoadEntities,Tick:0,Entities loading succeeded:Data/EntityData/Ball.json
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballLeader" not found. Data/unitData/unit.json/unitLeader/ballNames/0
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballLeader" not found. Data/unitData/unit.json/unitLeader/ballNames/1
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballLeader" not found. Data/unitData/unit.json/unitLeader/ballNames/2
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballLeader" not found. Data/unitData/unit.json/unitLeader/ballNames/3
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballLeader" not found. Data/unitData/unit.json/unitLeader/ballNames/4
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballLeader" not found. Data/unitData/unit.json/unitLeader/ballNames/5
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballLeader" not found. Data/unitData/unit.json/unitLeader/ballNames/6
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballMember" not found. Data/unitData/unit.json/unitMember/ballNames/0
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballMember" not found. Data/unitData/unit.json/unitMember/ballNames/1
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballMember" not found. Data/unitData/unit.json/unitMember/ballNames/2
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballMember" not found. Data/unitData/unit.json/unitMember/ballNames/3
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballMember" not found. Data/unitData/unit.json/unitMember/ballNames/4
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballMember" not found. Data/unitData/unit.json/unitMember/ballNames/5
DirectX11_2DGame\DirectX11_Test\Interfaces.h/line476,funcName:UnitInfo,Tick:0,Json Error:Ball name "ballMember" not found. Data/unitData/unit.json/unitMember/ballNames/6
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line194,funcName:LoadUnits,Tick:0,Units loading succeeded:Data/unitData/unit.json
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line222,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
